tax_code,company_name,industry,province,year,revenue,cost_of_goods,operating_expenses,total_expenses,gross_profit,net_profit,tax_paid,vat_input,vat_output,num_employees,registered_capital,industry_avg_profit_margin,fraud_label
0700003388,Công ty CP Tín Nghĩa Việt Nam,Nông nghiệp,Cần Thơ,2024,120276598721.43,92817550543.13,11950426574.57,104767977117.7,27459048178.3,15508621603.73,2901918435.01,9562383654.78,12325364422.67,102,4740897755.39,0.05,0
0200004971,DNTN Thành Đạt Hà Nội,Thương mại XNK,Hà Nội,2024,37583647456.5,36456138032.81,2853031727.84,39309169760.64,1127509423.7,-1725522304.14,0.0,4026571677.35,3901245073.98,13,676482708.33,0.04,1
1000004452,Tập đoàn Thái Bình Việt Nam,Du lịch & Khách sạn,Hà Nội,2023,25820753861.34,20034065285.26,1317945236.51,21352010521.77,5786688576.08,4468743339.57,959553926.15,1954843505.44,2586689938.53,55,5727347255.99,0.08,0
0600003017,HTX Kim Long Việt Nam,Xây dựng,Đà Nẵng,2024,14004273612.68,10019467494.65,1638101996.57,11657569491.22,3984806118.03,2346704121.46,483770463.27,1017380979.01,1443587432.09,254,4706521587.42,0.06,0
0800002534,Công ty TNHH MTV Thành Đạt,Vận tải & Logistics,Long An,2023,11092535705.75,8523813560.73,571338989.02,9095152549.75,2568722145.02,1997383155.99,397781164.74,792222350.53,1150304151.64,60,3224144513.98,0.07,0
0400001903,Công ty TNHH MTV Thuận Phát Quốc tế,May mặc & Giầy da,Bình Dương,2024,2287852124.76,1275881456.8,173928754.86,1449810211.66,1011970667.97,838041913.1,155319042.26,118223944.66,229729882.0,83,18551865218.59,0.06,0
0400000767,HTX Trường Phát Miền Nam,Nông nghiệp,Quảng Ninh,2024,7729136120.56,4859276606.55,698317767.97,5557594374.52,2869859514.01,2171541746.04,411924590.58,503996269.25,803115827.23,68,635960545.83,0.05,0
0500001923,Tập đoàn Tiến Đạt Sài Gòn,Khoáng sản & Năng lượng,Hải Phòng,2023,1016108595.59,610765456.47,105038800.91,715804257.38,405343139.12,300304338.21,63160924.37,57001107.95,102418526.68,53,1117782275.13,0.11,0
0300004158,HTX Hải Đăng Quốc tế,Xây dựng,Long An,2023,16828314539.21,12217895645.34,2040644523.83,14258540169.17,4610418893.88,2569774370.04,563133989.42,1109848012.71,1658048185.6,63,6431980992.9,0.06,0
0900002197,Tập đoàn Liên Minh Việt Nam,May mặc & Giầy da,Thanh Hóa,2023,21549266810.95,13640526253.0,2646227327.12,16286753580.12,7908740557.94,5262513230.82,1151237558.32,1299931417.69,2075961158.93,82,2197730369.17,0.06,0
0400000194,Công ty CP Thăng Long Việt Nam,Giáo dục & Đào tạo,Bà Rịa-VT,2022,698640327.39,483625991.34,88180606.68,571806598.02,215014336.05,126833729.37,26948650.23,46672526.98,68759126.37,56,3256384454.35,0.1,0
0800001562,HTX Hoàng Gia Miền Nam,Thương mại XNK,Cần Thơ,2024,31164534550.48,17544605219.86,2484186624.08,20028791843.94,13619929330.62,11135742706.54,2070137876.15,1689751495.13,3232800712.44,45,10928745871.81,0.04,0
0900004797,Công ty TNHH MTV Bắc Sơn,May mặc & Giầy da,Khánh Hòa,2023,2217739522.52,1474390047.79,287539961.56,1761930009.35,743349474.73,455809513.17,18644559.56,223516010.08,229364040.22,12,937965373.52,0.06,1
0400000239,Xí nghiệp Bắc Sơn Miền Nam,Công nghệ thông tin,Bắc Ninh,2023,216426469.58,161992782.27,21350098.23,183342880.5,54433687.31,33083589.09,6397103.06,15159718.29,20791703.51,11,537720289.65,0.15,0
0800004926,Tập đoàn Trường Phát Quốc tế,Y tế & Dược phẩm,Hải Phòng,2022,5899845761.38,4405339782.22,483562302.12,4888902084.34,1494505979.15,1010943677.03,29903640.74,655742059.52,597240846.28,12,2206711537.35,0.14,1
0800003459,Công ty CP Phúc Lợi Quốc tế,Thực phẩm & Đồ uống,TP.HCM,2024,11030909089.84,6331309874.17,1116291514.6,7447601388.77,4699599215.67,3583307701.07,721822710.19,652383749.89,1153324176.89,143,567375605.42,0.09,0
1000000254,DNTN Hải Đăng Sài Gòn,Giáo dục & Đào tạo,Bắc Ninh,2022,62284131087.49,49117620488.72,8558891724.19,57676512212.92,13166510598.77,4607618874.58,959848274.44,4606546418.66,6361484446.9,32,1065895631.97,0.1,0
0600001156,HTX Trường Phát Quốc tế,Viễn thông,Thanh Hóa,2023,74678206695.71,55716252097.78,4130362128.08,59846614225.86,18961954597.92,14831592469.84,3120120766.04,5450384939.95,7702191937.24,143,95896844064.53,0.13,0
0300000623,Xí nghiệp Thăng Long Việt Nam,Dịch vụ tài chính,Bình Dương,2023,17709641572.73,12789594808.37,2464961032.04,15254555840.41,4920046764.36,2455085732.32,504011684.07,1243769760.97,1743929511.53,54,732640681.07,0.18,0
0900004191,Tập đoàn Liên Minh Quốc tế,Khoáng sản & Năng lượng,Bình Dương,2024,6784286005.36,4007510986.29,593677004.06,4601187990.35,2776775019.07,2183098015.01,473077602.26,396477589.68,664454138.99,19,21595736017.71,0.11,0
0400002429,Công ty CP Tân Phong,Nông nghiệp,Bắc Ninh,2024,9111251722.01,6691632524.36,628869901.8,7320502426.16,2419619197.66,1790749295.85,348747047.22,668048886.83,932298416.66,9,638450297.42,0.05,0
0400001244,Tập đoàn Trường Phát Hà Nội,Công nghệ thông tin,Bà Rịa-VT,2023,38186506298.41,24423356840.69,1987011701.29,26410368541.98,13763149457.72,11776137756.43,2326505363.2,2208655620.75,3713313941.22,25,1517063835.7,0.15,0
0400003282,Công ty TNHH Hòa Bình Hà Nội,Vận tải & Logistics,Khánh Hòa,2022,267220999690.97,212480988683.99,34769029818.09,247250018502.08,54740011006.98,19970981188.89,3618678966.23,19498314439.96,25698758062.85,7,2662954783.58,0.07,0
0700000246,DNTN Kim Long Miền Nam,Bất động sản,Bình Dương,2022,11155396697.48,7191614724.16,1498331379.16,8689946103.32,3963781973.32,2465450594.16,507312121.47,740753017.57,1132353572.74,5,26439218369.67,0.12,0
0600003819,Công ty CP Đức Tín Hà Nội,Nông nghiệp,Hà Nội,2022,3548902722.71,2242063605.07,330791104.79,2572854709.86,1306839117.64,976048012.85,190153294.86,209398119.67,371871935.88,74,6739906664.53,0.05,0
1000001296,Công ty CP Hòa Bình Sài Gòn,Công nghệ thông tin,Thanh Hóa,2023,47001374086.27,34099080312.43,6601198566.27,40700278878.7,12902293773.84,6301095207.57,1379222151.96,3557985532.65,4601540184.8,22,1013249353.5,0.15,0
1000001545,DNTN Văn Minh,Khoáng sản & Năng lượng,Đồng Nai,2022,3906847509.46,2850048282.72,555346058.59,3405394341.31,1056799226.74,501453168.15,93513115.16,288087494.35,389549365.52,36,9611211092.8,0.11,0
0200002642,Xí nghiệp Duy Tân Việt Nam,Dịch vụ tài chính,Cần Thơ,2022,19544604700.68,13353982102.07,2913675209.16,16267657311.23,6190622598.61,3276947389.45,699572261.52,1282413708.85,1888711691.95,165,3301957039.27,0.18,0
0100002730,DNTN Hòa Bình Sài Gòn,Vận tải & Logistics,Khánh Hòa,2024,12712069158.94,7866729553.59,1346005431.9,9212734985.5,4845339605.35,3499334173.45,726295981.38,790484245.02,1285241994.79,31,6374640122.65,0.07,0
0200002131,DNTN Phúc Lợi Quốc tế,Thực phẩm & Đồ uống,Long An,2024,5206597702.73,3112919591.12,409543142.68,3522462733.8,2093678111.6,1684134968.92,305210485.96,294230795.32,536165011.81,15,19298866429.28,0.09,0
0600001690,Công ty TNHH MTV Việt Hùng Hà Nội,Thương mại XNK,Hải Phòng,2022,6279222358.49,4189854387.01,786026041.45,4975880428.46,2089367971.48,1303341930.02,259627010.19,390058671.42,602257971.06,55,599555538.77,0.04,0
0300004970,DNTN Kim Long Quốc tế,Viễn thông,Bình Dương,2022,6808317943.08,4377426510.79,805824234.51,5183250745.31,2430891432.29,1625067197.77,92028359.94,433015347.35,662052940.99,36,767400463.26,0.13,1
1000004366,DNTN Phúc Lợi Hà Nội,Sản xuất công nghiệp,Hải Phòng,2022,12189283961.56,8182654207.03,1574879041.61,9757533248.64,4006629754.53,2431750712.92,493548018.39,768090879.23,1165936438.43,205,830969838.09,0.08,0
0900001281,Xí nghiệp Sơn Hà Quốc tế,Nông nghiệp,Cần Thơ,2023,14353252185.14,9037848968.6,815758695.73,9853607664.33,5315403216.54,4499644520.81,972179185.68,841489873.2,1454681448.88,71,2356683716.19,0.05,0
0500001614,Công ty CP Tây Nguyên Sài Gòn,Nông nghiệp,Bình Dương,2022,4970265260.76,3291197365.19,694387256.55,3985584621.74,1679067895.57,984680639.01,208196851.81,322915771.87,520241086.08,25,7562932733.87,0.05,0
0800000250,Công ty CP Trường Phát,Y tế & Dược phẩm,Đà Nẵng,2022,1694833963.01,972155691.7,106046762.12,1078202453.82,722678271.31,616631509.19,121215795.33,100622667.27,173931395.19,48,11551961465.31,0.14,0
0700002395,Công ty TNHH MTV Liên Minh Quốc tế,Thực phẩm & Đồ uống,Đà Nẵng,2024,8472241474.33,6693978737.94,1018316899.92,7712295637.85,1778262736.39,759945836.48,148715267.81,620232516.27,820385204.99,52,4022108490.55,0.09,0
0900002643,Xí nghiệp Đông Á Quốc tế,Thực phẩm & Đồ uống,Nghệ An,2024,27366537743.8,19038670703.79,1631385753.95,20670056457.74,8327867040.01,6696481286.06,1267877112.42,1772807409.53,2645456666.53,20,14282951220.79,0.09,0
0300004955,HTX Quang Minh,Bất động sản,Quảng Ninh,2023,3701768929.1,3272333535.83,342852623.11,3615186158.94,429435393.28,86582770.17,8335252.8,334489393.63,364618053.64,18,211736895.29,0.12,1
0400004101,Công ty CP Liên Minh Quốc tế,Viễn thông,Nghệ An,2024,1172834109.96,908381519.04,93147271.06,1001528790.1,264452590.92,171305319.85,32481747.28,95376999.55,122293474.91,22,1765164011.07,0.13,0
0900000613,Xí nghiệp Thuận Phát Quốc tế,Giáo dục & Đào tạo,Hải Phòng,2022,28862714535.69,22334681688.86,2723876436.68,25058558125.54,6528032846.83,3804156410.15,785134869.1,2043627522.2,3018950240.63,80,32631896795.9,0.1,0
0800004932,DNTN Thái Bình Quốc tế,Du lịch & Khách sạn,Bà Rịa-VT,2024,1966566854.81,1907569849.17,17488887.01,1925058736.18,58997005.64,41508118.63,2221489.48,181496563.48,192563876.13,7,557727569.86,0.08,1
0300001159,Công ty TNHH MTV Phú Thịnh,Y tế & Dược phẩm,Long An,2022,5800098090.7,4239244670.62,476077565.44,4715322236.06,1560853420.09,1084775854.65,200543478.64,397607354.83,599123693.71,11,5762591465.9,0.14,0
0900000425,Xí nghiệp Hòa Bình Việt Nam,Du lịch & Khách sạn,Quảng Ninh,2022,4611085504.73,3480601524.79,290820357.57,3771421882.37,1130483979.94,839663622.37,156962457.34,334580864.66,453771231.66,104,961433851.21,0.08,0
0400001240,Tập đoàn Duy Tân,Bất động sản,Bà Rịa-VT,2023,632738929.13,482712802.68,68066448.45,550779251.13,150026126.45,81959678.0,15779257.7,46027656.92,62920217.4,65,5241035921.41,0.12,0
0700003371,DNTN Việt Hùng Hà Nội,Nông nghiệp,Nghệ An,2024,6063618707.61,4732965799.36,707659633.54,5440625432.9,1330652908.25,622993274.71,118838676.35,455717119.26,579841104.1,5,26836357876.04,0.05,0
1000002533,DNTN Duy Tân Việt Nam,Nông nghiệp,Bình Dương,2022,31679501389.64,18943229895.57,4465512626.11,23408742521.68,12736271494.07,8270758867.96,1733614166.65,1832318877.82,3186827858.26,152,1304928866.91,0.05,0
0300003011,DNTN Sao Mai Việt Nam,Nông nghiệp,Bà Rịa-VT,2022,5387732559.51,3155886869.67,614176662.19,3770063531.85,2231845689.84,1617669027.65,322038999.57,301369814.4,543820824.46,117,6176880570.6,0.05,0
0500004447,Công ty CP Việt Hùng Miền Nam,Công nghệ thông tin,Bà Rịa-VT,2024,3761825618.88,2861885597.79,200558237.82,3062443835.61,899940021.09,699381783.26,145908631.19,267131528.84,366932391.87,54,2123055533.19,0.15,0
1000003839,Công ty TNHH MTV Bắc Sơn,Giáo dục & Đào tạo,Bắc Ninh,2023,66053631205.68,37380228290.05,4938553092.02,42318781382.07,28673402915.64,23734849823.62,5074525545.35,3860760191.75,6536806480.07,213,2106708115.53,0.1,0
0800001834,Công ty TNHH An Phát Hà Nội,Vận tải & Logistics,Hải Phòng,2023,4659977406.97,3449785468.06,639800975.94,4089586444.0,1210191938.91,570390962.97,107698392.17,329491691.96,479031821.09,70,2631010572.78,0.07,0
0300002058,Công ty TNHH Phúc Lợi Sài Gòn,Du lịch & Khách sạn,Bắc Ninh,2022,24314216971.78,16504821690.88,1219115968.51,17723937659.4,7809395280.9,6590279312.39,1295917355.56,1596638403.38,2330076115.01,34,65258561583.61,0.08,0
0400000754,HTX Sao Mai Quốc tế,Du lịch & Khách sạn,Nghệ An,2024,3987199026.92,3092060977.77,293618914.86,3385679892.63,895138049.15,601519134.29,119252272.36,295503703.82,386139806.4,19,2217720575.76,0.08,0
0900002806,HTX Thuận Phát,Công nghệ thông tin,TP.HCM,2023,146674115290.31,94698740512.12,16683050817.34,111381791329.46,51975374778.19,35292323960.85,7139965104.75,8957575928.25,14912732004.66,30,996515170.81,0.15,0
0100000512,DNTN Hoàng Gia Việt Nam,Thương mại XNK,Bắc Ninh,2022,45013698224.93,26939856905.14,3315874394.43,30255731299.57,18073841319.78,14757966925.36,3174044960.17,2674165787.88,4645196512.87,17,200312046575.77,0.04,0
0800001797,Tập đoàn Minh Đức,Thực phẩm & Đồ uống,Lâm Đồng,2022,66507326209.61,47616067086.24,6513203339.43,54129270425.67,18891259123.36,12378055783.93,2281169395.26,4341504941.52,6958128672.18,172,1740332387.0,0.09,0
0300003052,DNTN Minh Đức Quốc tế,Viễn thông,Đồng Nai,2023,81393231944.96,61453154374.09,5167163101.79,66620317475.89,19940077570.87,14772914469.07,3060528307.41,5762547662.07,8481920852.16,13,32896278095.15,0.13,0
0800001641,Tập đoàn Hòa Bình Sài Gòn,Sản xuất công nghiệp,Quảng Ninh,2024,3295104450.05,2448893477.76,452024386.11,2900917863.87,846210972.28,394186586.17,82946321.41,234561787.47,313825470.16,34,14239812447.04,0.08,0
1000000456,HTX Đại Phong,Dịch vụ tài chính,Đà Nẵng,2023,17787379856.06,12627055632.87,2070036099.92,14697091732.8,5160324223.18,3090288123.26,607451824.33,1285012811.85,1697726543.64,16,14677201932.59,0.18,0
0700000246,DNTN Kim Long Miền Nam,Bất động sản,Bình Dương,2024,13242657438.19,7835638477.22,1718129594.91,9553768072.14,5407018960.97,3688889366.06,770256527.51,759721154.58,1269459121.79,5,26439218369.67,0.12,0
0500001271,Xí nghiệp Tây Nguyên,Du lịch & Khách sạn,Đồng Nai,2022,1402179378.14,929375603.61,95234988.96,1024610592.57,472803774.52,377568785.57,71335868.67,83786767.61,137147829.62,40,1284323289.88,0.08,0
0500001412,HTX Trường Phát Việt Nam,Y tế & Dược phẩm,Nghệ An,2024,4649942425.03,3538402752.91,658717043.57,4197119796.48,1111539672.12,452822628.55,96360683.28,364143403.74,469138019.09,28,2095274235.6,0.14,0
0600000396,Công ty CP Bắc Sơn,Nông nghiệp,Quảng Ninh,2022,62886250754.02,38412070962.65,8661791948.1,47073862910.74,24474179791.38,15812387843.28,3316116244.27,3928634495.21,6540080328.32,47,1451003309.71,0.05,0
0200004484,Công ty CP Nam Việt Sài Gòn,Viễn thông,Hải Phòng,2022,1706149619.29,1145305500.69,123171218.91,1268476719.6,560844118.6,437672899.7,89343408.09,110932821.07,177672827.46,5,9301803167.35,0.13,0
1000002016,DNTN Hòa Bình Quốc tế,Xây dựng,Đồng Nai,2024,9581221746.93,5767376006.48,1376386913.4,7143762919.89,3813845740.44,2437458827.04,523373100.76,537182126.46,984009499.16,59,8327484187.17,0.06,0
0800000523,HTX Đức Tín Sài Gòn,Công nghệ thông tin,Thanh Hóa,2023,16844233884.04,13293841818.38,2322924294.53,15616766112.91,3550392065.66,1227467771.13,240805432.71,1243188056.97,1649305495.09,221,2677484720.88,0.15,0
0800003140,HTX Phúc Lợi Hà Nội,Du lịch & Khách sạn,Cần Thơ,2024,15736636013.12,9384643487.11,1903037976.22,11287681463.33,6351992526.01,4448954549.79,921270182.32,968473204.75,1595763345.63,29,15689392464.13,0.08,0
0200002025,Công ty TNHH Thuận Phát Hà Nội,Bất động sản,Cần Thơ,2022,6168185404.09,4084984537.23,530435143.28,4615419680.51,2083200866.86,1552765723.58,332988310.67,390838036.33,644140238.1,17,12689898356.38,0.12,0
0200000842,Công ty TNHH MTV Bảo An,Vận tải & Logistics,Đà Nẵng,2023,6741790172.32,4599006268.26,533462007.61,5132468275.87,2142783904.07,1609321896.46,352288253.33,464495656.97,698255160.13,45,5907586410.51,0.07,0
0200000709,DNTN Liên Minh Miền Nam,Viễn thông,Lâm Đồng,2022,10901430699.99,8632840772.83,933987356.5,9566828129.34,2268589927.16,1334602570.66,247694469.86,841004180.19,1079067588.68,68,8363317644.39,0.13,0
0500003358,Xí nghiệp Tín Nghĩa Sài Gòn,Viễn thông,Long An,2022,49537138674.23,30690881374.51,5069156383.28,35760037757.79,18846257299.71,13777100916.44,2621149903.03,2942786726.43,4913820376.83,60,2338042007.54,0.13,0
0800000921,Công ty CP Nam Việt Sài Gòn,Thương mại XNK,Đà Nẵng,2023,5347840301.15,3646096805.41,324840915.65,3970937721.06,1701743495.74,1376902580.09,258898561.61,355318947.79,556186969.52,570,1931203686.05,0.04,0
0200003469,Xí nghiệp Tín Nghĩa Quốc tế,Viễn thông,Cần Thơ,2024,32700228670.61,23253329214.83,2121257509.51,25374586724.33,9446899455.78,7325641946.27,1371113364.06,2428575004.41,3420199625.27,68,1121569599.24,0.13,0
0600004110,Công ty CP Bảo An Việt Nam,Xây dựng,Thanh Hóa,2023,9263716567.46,5564595883.4,742664373.34,6307260256.73,3699120684.07,2956456310.73,605817712.09,532645874.37,907043168.58,16,234174886.81,0.06,0
0600002125,Công ty TNHH Tân Phong Miền Nam,Sản xuất công nghiệp,TP.HCM,2022,11746447434.45,8104997090.96,983235981.42,9088233072.38,3641450343.49,2658214362.07,494782560.18,842246565.87,1159012597.52,31,300492978.22,0.08,0
0500004057,HTX Thành Đạt Việt Nam,Thực phẩm & Đồ uống,Hà Nội,2023,2781523423.08,1908840390.82,218850047.3,2127690438.12,872683032.26,653832984.96,132847467.94,180010526.5,281573434.47,20,25613777846.3,0.09,0
0600002006,HTX Kim Long Quốc tế,Thương mại XNK,Nghệ An,2024,10056321504.51,7758785786.0,517457073.88,8276242859.87,2297535718.51,1780078644.63,376579627.41,722283890.38,1005896398.85,56,10917361780.49,0.04,0
0600003345,Công ty TNHH Tân Phong Việt Nam,Sản xuất công nghiệp,Đồng Nai,2022,8205001753.69,6389348449.0,738040810.02,7127389259.03,1815653304.68,1077612494.66,204835942.8,575696493.32,782805070.18,22,8041602353.06,0.08,0
0100000660,Xí nghiệp Đại Phong,Bất động sản,Khánh Hòa,2023,999587260.67,652909589.03,146307915.26,799217504.29,346677671.64,200369756.38,39274964.04,65652524.49,98597309.29,95,9646104977.09,0.12,0
0900003418,Công ty TNHH Quang Minh Sài Gòn,Nông nghiệp,Nghệ An,2024,1164291034.02,715120958.78,90117625.19,805238583.98,449170075.24,359052450.05,70247317.84,74604547.37,111161210.63,26,6746552658.65,0.05,0
0200002358,DNTN Hải Đăng,Khoáng sản & Năng lượng,Bình Dương,2023,30210271705.38,20270251782.27,4044180253.9,24314432036.18,9940019923.11,5895839669.2,1118384679.62,1901610887.08,3069282079.82,63,15320028311.95,0.11,0
0500003538,Công ty CP Việt Hùng Sài Gòn,Vận tải & Logistics,TP.HCM,2023,3320019711.4,1894832108.68,195738296.16,2090570404.84,1425187602.72,1229449306.56,238213758.56,172958558.18,331128180.84,54,2347228588.57,0.07,0
0700002648,Công ty TNHH MTV Tiến Đạt Sài Gòn,May mặc & Giầy da,Long An,2024,2992157387.59,1908142956.65,348888013.31,2257030969.96,1084014430.93,735126417.63,144922864.18,187395661.68,301188166.57,49,1637569447.67,0.06,0
0400001368,Công ty CP Hòa Bình Sài Gòn,Du lịch & Khách sạn,Đà Nẵng,2022,6373472944.8,3851207760.27,573039435.08,4424247195.35,2522265184.53,1949225749.45,352864768.22,359413730.93,631063755.74,94,1130371813.39,0.08,0
0200000685,Công ty TNHH Bắc Sơn Hà Nội,Vận tải & Logistics,Khánh Hòa,2024,24476028708.99,19090698853.53,2522036158.09,21612735011.62,5385329855.46,2863293697.36,560832416.96,1898081249.07,2456176631.07,91,128317262.53,0.07,0
0100004322,Công ty CP Việt Hùng Việt Nam,Sản xuất công nghiệp,Nghệ An,2022,4365238575.39,3063155049.63,461349565.8,3524504615.44,1302083525.76,840733959.96,154922015.69,314932397.31,432598511.23,13,316288432.48,0.08,0
0300003074,Tập đoàn Thành Đạt Việt Nam,Du lịch & Khách sạn,Cần Thơ,2022,975135220.58,602156884.21,64299385.82,666456270.03,372978336.37,308678950.55,64354006.34,56568369.96,97967475.19,134,12767270587.64,0.08,0
0800004285,Tập đoàn Trường Phát Việt Nam,Công nghệ thông tin,Cần Thơ,2022,4731508094.55,2854523816.08,273855666.58,3128379482.66,1876984278.47,1603128611.9,339244123.81,282200678.17,478281394.2,31,2161786882.75,0.15,0
0100001786,HTX Hoàng Gia Quốc tế,May mặc & Giầy da,Bình Dương,2023,66321736987.79,52819712827.5,8673468181.76,61493181009.26,13502024160.29,4828555978.53,1045872789.1,4855722966.16,6380786091.36,46,40451479407.41,0.06,0
0900003899,Công ty CP An Phát Quốc tế,Xây dựng,Nghệ An,2022,23709420905.7,16660359203.74,3393641128.93,20054000332.68,7049061701.96,3655420573.03,721223324.29,1746492715.54,2280200543.73,48,3223590520.85,0.06,0
0900004914,Công ty TNHH MTV Thuận Phát Quốc tế,Vận tải & Logistics,Bắc Ninh,2023,98834387197.83,90364701959.75,8445563679.48,98810265639.23,8469685238.09,24121558.61,2312777.4,8560197525.85,9475273193.72,18,1107365437.55,0.07,1
0300001926,HTX Thuận Phát Miền Nam,May mặc & Giầy da,Cần Thơ,2022,2631562959.82,1601468528.7,268062142.47,1869530671.17,1030094431.12,762032288.65,145129624.59,151055478.29,264387090.53,75,15579126129.02,0.06,0
0200004459,Công ty CP Đông Á Hà Nội,Nông nghiệp,Long An,2024,8955406482.44,6257346575.83,511074510.49,6768421086.32,2698059906.6,2186985396.11,472114885.58,609174112.02,876351235.25,27,61359617055.08,0.05,0
0800002161,Tập đoàn Bảo An Việt Nam,Thực phẩm & Đồ uống,Nghệ An,2024,1056122679.6,782609639.05,97634498.94,880244137.98,273513040.55,175878541.62,36608955.39,81857204.9,101757096.33,45,18154962128.4,0.09,0
0100001314,Xí nghiệp Bảo An Quốc tế,Dịch vụ tài chính,TP.HCM,2022,99096319255.62,58492523806.09,7512799975.78,66005323781.88,40603795449.52,33090995473.74,6909700397.54,5812286644.09,10345401576.83,74,1449036551.79,0.18,0
1000003090,HTX Phú Thịnh Quốc tế,Viễn thông,Bình Dương,2022,10051545799.91,5712796542.8,1278565773.03,6991362315.83,4338749257.11,3060183484.08,561987790.54,580274786.23,982193215.75,18,2391827965.86,0.13,0
0400001239,Tập đoàn Văn Minh,Giáo dục & Đào tạo,Bắc Ninh,2022,13800652493.51,7810417351.13,1760266045.0,9570683396.12,5990235142.39,4229969097.39,889504243.43,720885991.64,1363756641.46,29,9357471861.19,0.1,0
0800001682,DNTN Đại Phong Hà Nội,Thương mại XNK,TP.HCM,2022,3506804736.68,2685453590.27,339542666.89,3024996257.17,821351146.41,481808479.52,98806299.98,249333191.07,356287998.92,7,162354973518.77,0.04,0
0500000570,Công ty TNHH Hoàng Gia,Du lịch & Khách sạn,Cần Thơ,2022,3678402521.13,2681255442.89,327636250.8,3008891693.7,997147078.23,669510827.43,141027903.1,255228802.66,365827973.64,22,12235508569.76,0.08,0
0500004372,Công ty TNHH Duy Tân Sài Gòn,Y tế & Dược phẩm,Cần Thơ,2024,43172227941.77,30912648800.58,2679779196.94,33592427997.52,12259579141.18,9579799944.25,1760390956.83,3099196500.94,4431340308.56,103,1033861617.29,0.14,0
0400004606,Xí nghiệp Bảo An Quốc tế,Bất động sản,Cần Thơ,2023,10606087914.55,8164014899.67,1513889610.6,9677904510.28,2442073014.88,928183404.28,180192368.16,842432495.38,1093244520.99,65,9924090455.82,0.12,0
1000001986,Công ty TNHH An Phát Miền Nam,Dịch vụ tài chính,Hà Nội,2024,36505187657.79,21074388936.32,2283130736.88,23357519673.19,15430798721.48,13147667984.6,2590494312.38,2100050612.58,3786236014.75,116,1872619874.77,0.18,0
0700000187,Tập đoàn Hòa Bình,Viễn thông,TP.HCM,2023,69809610115.44,53361254910.8,4170194995.14,57531449905.94,16448355204.64,12278160209.5,2556986779.48,4808101675.81,6873160722.5,26,4612748448.1,0.13,0
0100004589,Công ty TNHH MTV Bắc Sơn Miền Nam,May mặc & Giầy da,Đà Nẵng,2023,178390752466.77,102349039839.27,9322033133.74,111671072973.01,76041712627.5,66719679493.76,13159162947.71,9473249920.07,18677248321.05,65,5533568771.42,0.06,0
0300001410,DNTN Văn Minh,Khoáng sản & Năng lượng,Hải Phòng,2023,19463854608.07,12604204200.74,1040861303.46,13645065504.19,6859650407.34,5818789103.88,1148500462.69,1147041325.58,1903786902.96,102,29045297422.84,0.11,0
0900000213,Xí nghiệp Thái Bình Sài Gòn,Thương mại XNK,TP.HCM,2023,2212302878.68,1624092014.35,122043315.92,1746135330.27,588210864.34,466167548.42,84829338.43,154779376.12,218714627.5,15,1215259127.57,0.04,0
0600000556,Công ty CP Hoàng Gia Sài Gòn,Viễn thông,Đà Nẵng,2023,42412724242.26,28280530255.99,5109987508.71,33390517764.7,14132193986.27,9022206477.55,1735455270.58,2570934471.76,4162927857.63,127,491060522.58,0.13,0
0200001000,Tập đoàn Thành Đạt Sài Gòn,Thương mại XNK,Bình Dương,2022,6412209131.42,4235473718.0,805918033.71,5041391751.7,2176735413.42,1370817379.72,262079057.18,397452975.55,623108421.27,7,22251936639.18,0.04,0
0200002436,Công ty CP Sao Mai Quốc tế,Công nghệ thông tin,Hà Nội,2023,1675438763.99,1180834586.73,136818922.62,1317653509.35,494604177.26,357785254.63,78612577.49,118730297.19,170140992.01,123,8723958177.87,0.15,0
1000004465,Công ty CP Sao Mai,May mặc & Giầy da,Bà Rịa-VT,2023,66455270753.37,48279317777.62,8465442172.19,56744759949.81,18175952975.75,9710510803.56,2109453866.82,4990017068.21,6421280397.01,30,7008860298.93,0.06,0
0400002603,Tập đoàn An Phát Miền Nam,Dịch vụ tài chính,Khánh Hòa,2022,14940806638.38,8934990181.52,1157188678.29,10092178859.81,6005816456.86,4848627778.57,1001927764.47,865159734.54,1545075968.18,69,392713944.61,0.18,0
0700000802,Tập đoàn Sơn Hà Hà Nội,Vận tải & Logistics,Hà Nội,2023,8316641432.94,5775473876.6,1023200784.17,6798674660.77,2541167556.34,1517966772.17,297429661.84,539647420.88,795596999.4,26,271396742.34,0.07,0
0100004189,Công ty CP Bảo An,Y tế & Dược phẩm,Khánh Hòa,2022,818544047.79,640791774.18,86322331.65,727114105.83,177752273.61,91429941.96,18149989.01,61189078.57,85762074.58,6,2986620405.28,0.14,0
1000002502,Công ty TNHH MTV Tây Nguyên Hà Nội,Bất động sản,TP.HCM,2022,13065851169.11,9749270730.1,1559127764.86,11308398494.96,3316580439.01,1757452674.15,368778724.78,963681088.84,1250879701.72,23,2481394374.34,0.12,0
0600002599,Công ty TNHH Tiến Đạt Hà Nội,Y tế & Dược phẩm,Long An,2024,20006615149.61,11834326644.63,2241200179.09,14075526823.72,8172288504.98,5931088325.89,1265302275.58,1202021182.32,2054913627.48,5,2237855733.63,0.14,0
